SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$525.00,Cellaraiders,1986Haut Brion,USA (NY)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$536.78,W Cellar Limited,1986Chateau Haut BrionPessac LeognanFRANCE,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$556.00,TopWines Switzerland SA,1986Haut Brion GravesPessac Leognan,Switzerland
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$568.73,Wine Buff Fine Wines,1986Haut BrionPessac Leognan,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$574.95,Vinfolio,1986Haut-Brion750ML,USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$582.00,The Redd Collection,1986Ch Haut-Brion,USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.00,Kogod Wine Merchant,1986Haut Brion,USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.95,Crush Wine & Spirits,1986Chateau Haut-Brion750ml,USA (NY)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.99,Wine Library Springfield NJ,1986Chateau Haut Brion Pessac LeognanBordeaux,USA (NJ)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.99,Raeders Wines & Liquors,1986Chateau Haut-Brion Pessac LeognanFranceBordeauxGravesRed,USA (NY)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$599.99,Artisan Wine Depot,Chateau Haut-Brion Pessac-Leognan Premier Grand Cru1986(GravesBordeauxFrance)-[RP93]Haut Brion,USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$624.99,Zachys Wine and Liquor Inc.,Haut Brion1986(750ML),USA (NY)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$627.01,Y18 Elegant Spirits Ltd.,Haut Brion1986750ml,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$651.00,EC Cellars LLC,1986Chateau Haut-BrionPessac-LeognanFrance[nickedlabel],USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$651.93,GDV Fine Wines,Haut Brion1986France,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$665.00,Sokolin & Co.,1986Haut Brion,USA (NY)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$698.00,EC Cellars LLC,1986Chateau Haut-BrionPessac-LeognanFranceOWC,USA (CA)
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$702.93,O Muse de Bordeaux,Chateau Haut Brion19861er Cru ClasseHaut BrionRed,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$798.12,Wine Cellar Katsuda,1986Chateau Haut-Brion,Japan
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$960.00,Lucullus,Chateau Haut-Brion19861er Grand Cru ClasseGravesACMC,Switzerland
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$1059.79,Crump Richmond & Shaw Fine Wines,1986Haut Brion,UK
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$1481.00,Fortuna Wines International Limited,1986Haut Brion1986?????[?????][??]?????,Hong Kong
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$2183.34,La Cave du Chateau,Chateau Haut-Brion Rouge1986Pessac-Leognanrouge,France
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$4556.52,La Cave du Chateau,Chateau Haut-Brion Rouge1986Pessac-Leognanrouge,France
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$6484.50,Wilkinson Vintners,1986Ch Haut-BrionRed Bordeaux,UK
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$6971.48,FinestWine,1986Chateau Haut Brion Red Bordeaux Pessac-Leognan France,France
11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,$7344.69,Y18 Global Offer,Ch Haut-Brion1986(12x750ml),Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$585.00,Sokolin & Co.,2005Haut Brion,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$720.50,Wilkinson Vintners,2005Ch Haut-BrionRed Bordeaux,UK
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$728.49,Hong Kong Wine Vault,2005Haut BrionPessac LeognanRedBordeaux,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$740.43,Vinum S,Haut Brion2005,Belgium
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$760.44,East Power Vins Limited,1st GrowthHaut Brion2005,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$762.08,Vins Grands Crus,Chateau Haut Brion2005SD[1erGCC1855],France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$769.39,Vintage Grand Cru,Haut Brion2005,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$773.47,Vins Grands Crus,Chateau Haut Brion2005[1erGCC1855],France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$773.56,Cult Wines HK,2005Chateau Haut-BrionBordeaux(Red),Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$773.66,Comptoir des Millesimes,Chateau Haut Brion2005Premier Grand Cru Classede Pessac-Leognan,France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$774.61,L'Enseigne du Bordeaux,2005Haut Brion-Pessac Leognan Rouge-Bordeauxrouge,France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$786.00,Great Eastern Fine Wines,2005Haut BrionGraves/Pessac Leognan,UK
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$786.00,Ganpei Vintners Limited,2005Haut Brion,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$788.78,El-Shagis Weinselektion,Chateau Haut Brion2005,Germany
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$791.70,Best of Wines,Chateau Haut Brion2005,Netherlands
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$796.48,Crump Richmond & Shaw Fine Wines,2005Haut Brion,UK
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$797.35,Wein Total,CHATEAUHAUTBRION2005Pessac Leognan BordeauxPremier Cru750ml Flasche Rotwein,Germany
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$798.51,Vinothek im Park AG,Chateau Haut Brion1er Grand Cru ClasseAOC200575cl,Switzerland
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$830.73,Marvino Wine Merchants,2005Chateau Haut-Brion Pessac-LeognanRedBordeaux,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$839.16,FinestWine,2005Chateau Haut Brion Red Bordeaux Pessac-Leognan France,France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$849.00,Benchmark Wine Group,Haut Brion2005,USA (CA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$851.13,Saint Julien Pte Ltd,2005Haut BrionPessac-Leognan,Singapore
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$857.70,Wine Culture Singapore,2005Haut Brion Bordeaux[Red],Singapore
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$858.00,The Redd Collection,2005Ch Haut-Brion,USA (CA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$864.60,Y18 Elegant Spirits Ltd.,Haut Brion2005750ml,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$875.00,Cellaraiders,2005Haut Brion,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$876.00,TopWines Switzerland SA,2005Haut Brion GravesPessac Leognan,Switzerland
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$895.00,Vinfolio,2005Haut-Brion750ML,USA (CA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$933.15,Millesima - Suisse Francaise,Chateau Haut-Brion2005Pessac-Leognan1ercruclasseRouge,Switzerland
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$956.36,Winkler Wines Retail,Haut Brion200575cl,Switzerland
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$958.54,Real Treasure Investment Limited,2005Ch.Haut Brion,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$989.00,Sokolin & Co.,2005Haut Brion,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$995.00,Sotheby's Wine New York Retail,2005Haut BrionPessac-Leognan,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$999.00,WineMadeEasy.com (Prestige Wine),Chateau Haut-BrionPessac-Leognan2005/750ml.Southern Bordeaux,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1025.63,Omtis Fine Wines,2005Haut BrionPessac Leognan,Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1034.21,Glengarry Wines Ltd.,2005CHATEAUHAUTBRIONFIRSTGROWTH,New Zealand
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1039.99,Winesanywhere,2005Chateau Haut Brion Pessac LeognanFranceBordeauxGravesRed,USA (NJ)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1050.00,Grand Vin Wine Merchants US,Haut Brion2005(750ML)Pessac Leognan,USA (WA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1095.00,GrVins,ChateauHAUT-BRION2005Gravescruclasseen1959,Switzerland
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1109.84,Saratoga Wine Exchange,2005Chateau Haut Brion Pessac LeognanFranceBordeauxGraves,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1149.99,Astor Wines,2005Ch.Haut-BrionPessac-LeognanGravesFranceRed,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1150.00,Morrell & Company,Haut Brion Pessac-Leognan2005750ML*Pessac Leognan,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1150.00,Domaine Franey Wines & Spirits,Chateau-Haut-Brion Pessac Leognan2005BordeauxPessac-Leognan,USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1234.05,La Cave du Chateau,Chateau Haut-Brion Rouge2005Pessac-Leognanrouge,France
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1278.89,Aabalat Fine & Rare Wines,2005Haut Brion Pessac LeognanRed Blend,USA (CA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1499.99,67 Wine & Spirits NY,Chateau Haut Brion-Pessac Leognan2005(1.5Liter),USA (NY)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1698.68,Cult Wines HK,2005Chateau Haut-BrionBordeaux(Red),Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1699.00,Benchmark Wine Group,Haut Brion20051.5L,USA (CA)
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1725.37,Cru World Wine - Hong Kong,Haut-Brion2005(1x150cl),Hong Kong
11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,$1742.97,Cru World Wine - Singapore,Haut-Brion2005(1x150cl),Singapore
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$470.29,Crump Richmond & Shaw Fine Wines,2009Haut Brion,UK
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$474.64,La Cave du Chateau,Chateau Haut-Brion Rouge2009Pessac-Leognanrouge,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$709.59,Cadman Fine Wines Ltd,Chateau Haut-Brion2009Pessac-LeognanBordeauxFrance,UK
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$716.51,Total Grand Cru,Haut Brion2009Pessac Leognan,Netherlands
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$741.27,Ganpei Vintners Limited,2009Haut Brion,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$742.55,Vintage Grand Cru,Haut Brion2009,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$754.05,Grand Cru Cellar Intl Ltd Wholesale,2009Chateau Haut-Brion,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$763.22,L'Enseigne du Bordeaux,2009Haut Brion-Pessac Leognan Rouge-Bordeauxrouge,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$763.73,Crump Richmond & Shaw Fine Wines,2009Haut Brion,UK
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$765.50,Vins Grands Crus,Chateau Haut Brion2009[1erGCC1855],France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$766.83,Hong Kong Wine Vault,2009Haut BrionPessac LeognanRedBordeaux,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$767.36,Cult Wines HK,2009Chateau Haut-BrionBordeaux(Red),Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$768.80,Winkler Wines Retail,Haut Brion200975cl,Switzerland
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$770.00,AMP International Trading,2009CHATEAUHAUT-BRIONROUGE*(FranceBordeauxGraves(P.&L.)red),Switzerland
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$774.61,FinestWine,2009Chateau Haut Brion Red Bordeaux Pessac-Leognan France,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$774.61,Le Clos S.A.,CHATEAUHAUTBRION2009BORDEAUXPESSACLEOGNAN,Luxembourg
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$787.90,Comptoir des Millesimes,Chateau Haut Brion2009Premier Grand Cru Classede Pessac-Leognan,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$791.70,Vins & Millesimes,BordeauxPessac LeognanHaut BrionHaut Brion2009OWCRed,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$791.70,Le Clos S.A.,CHATEAUHAUTBRION2009BORDEAUXGRAVESETPESSACLEOGNAN,Luxembourg
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$797.39,Millesimes SA,2009Haut-Brion1er Grandcruclasse Pessac-LeognanBordeauxrouge,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$807.73,Skysun Wines Investment Company Limited,2009CHATEAUHAUTBRIONBordeauxPESSACLEOGNANHaut BrionBordeaux Red,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$819.00,Vinfolio,2009Haut-Brion750ML,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$821.79,Kerry Wines,Chateau Haut Brion1er Cru ClassePessac Leognan2009,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$825.00,Benchmark Wine Group,Haut Brion2009,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$830.43,Pleasure Wine,Chateau Haut-Brion2009,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$840.00,Westgarth Wines,2009Haut Brion,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$841.00,The Redd Collection,2009Ch Haut-Brion,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$849.00,Acker Merrall & Condit New York Retail,2009Haut Brion,USA (NY)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$864.60,Y18 Elegant Spirits Ltd.,Haut Brion2009750ml,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$886.71,Chateau Bordeaux,2009HAUTBRION(From Bordeaux),Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$886.84,Nv Voeding Lesage,Chateau Haut Brion2009Pessac LeognanRood,Belgium
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$895.00,European Wine Resource,2009Haut Brion,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$898.00,R.H.C. Selections,Chateau Haut-Brion Bordeaux Pessac-Leognan France2009750,USA (OR)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$899.99,M & D Fine Wines & Spirits,2009Chateau Haut-Brion Pessac Leognan,USA (NJ)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$901.02,Real Treasure Investment Limited,2009Ch.Haut Brion,Hong Kong
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$924.00,TopWines Switzerland SA,2009Haut Brion GravesPessac Leognan,Switzerland
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$945.76,Lobenbergs GUTE WEINE GmbH & Co. KG,2009Haut Brion Chateau Haut Brion1er CruredPessac LeognanFrankreich,Germany
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$949.27,La Cave du Chateau,Chateau Haut-Brion Rouge2009Pessac-Leognanrouge,France
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$950.00,Guido's Wine,Haut Brion2009750ml,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$959.00,Sokolin & Co.,2009Haut Brion,USA (NY)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$973.66,Newfoundland Labrador Liquor Corporation,Chateau Haut-Brion Graves1er Cru Classe2009,Canada
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$999.00,Zachys Wine and Liquor Inc.,Haut Brion2009(750ML),USA (NY)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$999.98,Wine Exchange,Haut Brion Pessac Leognan2009Pre-Arrival,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$999.99,K&L Wine Merchants,2009Haut-Brion Pessac-Leognan,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1012.84,Saratoga Wine Exchange,2009Chateau Haut Brion Pessac LeognanFranceBordeauxGraves,USA (NY)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1020.97,PJ Wine,Chateau Haut Brion Pessac-Leognan2009(750ML),USA (NY)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1025.00,Fine Wines International,2009Chateau Haut-BrionPessac-LeognanFrance750ml,USA (CA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1034.71,Kracher Fine Wine GmbH,2009Haut BrionChateau Haut BrionFrankreich,Austria
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1050.00,Gordon's Fine Wines & Liquors,HAUT-BRIONPESSAC-LEOGNAN2009750ML,USA (MA)
11419,Ch Haut-Brion,2009,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2009/-/-/u,$1068.45,King's Wine Cellar,Chateau Haut Brion2009750mlbordeaux,Hong Kong
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$258.68,Y18 Elegant Spirits Ltd.,Haut Brion2013375ml,Hong Kong
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$320.67,ChristiWines,Chateau Haut-Brion2013Bordeaux France,France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$322.37,IDealwine France - Retail,2013[Lot7501]Chateau Haut Brion1er Grand Cru ClassePessac-Leognan,France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$336.00,Lucullus,Chateau Haut-Brion2013SBL1er Grand Cru ClasseGravesACMC,Switzerland
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$336.04,Total Grand Cru,Haut Brion2013Pessac Leognan,Netherlands
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$338.29,Nv Voeding Lesage,Chateau Haut Brion2013Pessac LeognanRood,Belgium
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$340.00,AMP International Trading,2013CHATEAUHAUT-BRIONROUGE*(FranceBordeauxGraves(P.&L.)red),Switzerland
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$340.60,Lay & Wheeler Wine Merchants,2013Chateau Haut-Brion1er Cru Pessac-Leognan[In Bond],UK
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$341.74,La Cave du Chateau,Chateau Haut-Brion Rouge2013Pessac-Leognanrouge,France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$344.56,Wein Total,CHATEAUHAUTBRION2013Pessac Leognan BordeauxPremier Cru750ml Flaschen Rotwein,Germany
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$347.43,La Cave du Marche,2013Premiers Grands Crus ClassesGravesHaut Brion,France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$347.43,L'Enseigne du Bordeaux,2013Haut Brion-Pessac Leognan Rouge-Bordeauxrouge,France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$353.13,Vins Grands Crus,Chateau Haut Brion2013[1erGCC1855],France
11420,Ch Haut-Brion,2013,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2013/-/-/u,$354.00,Lucullus,Chateau Haut-Brion20131er Grand Cru ClasseGravesACMC,Switzerland
